Order ID,Purchase Date,Ship Date,Return Date,Returned,Continent,Country,City,Store ID,Store Name,Store Type,Channel,Priority,Payment Method,Promotion ID,Promotion Name,Customer ID,Customer Segment,Loyalty Tier,Salesperson ID,Salesperson Department,Product ID,Brand,Product Name,Category,Subcategory,SKU,Quantity,Unit Cost,Unit Price,Discount Amount,Tax Amount,Shipping Cost,Gross Sales,Net Sales,COGS,Gross Profit
O900741,,,,,,,,,,,,,,,,C00966,,,,,,,,,,,,,,1283,377,,,213,,656
O900742,,,,,,,,,,,,,,,,C00844,,,,,,,,,,,,,,814,738,,,1079,,575
O900743,,,,,,,,,,,,,,,,C00342,,,,,,,,,,,,,,786,449,,,111,,1509
O900744,,,,,,,,,,,,,,,,C00682,,,,,,,,,,,,,,1485,502,,,3979,,1833
O900745,,,,,,,,,,,,,,,,C00006,,,,,,,,,,,,,,720,490,,,2089,,2312
O900746,,,,,,,,,,,,,,,,C00898,,,,,,,,,,,,,,1076,585,,,7806,,583
O900747,,,,,,,,,,,,,,,,C00852,,,,,,,,,,,,,,689,439,,,3145,,406
O900748,,,,,,,,,,,,,,,,C00703,,,,,,,,,,,,,,593,823,,,5282,,256
O900749,,,,,,,,,,,,,,,,C00427,,,,,,,,,,,,,,600,887,,,1142,,459
O900750,,,,,,,,,,,,,,,,C00056,,,,,,,,,,,,,,539,1227,,,1462,,93
O900751,,,,,,,,,,,,,,,,C00925,,,,,,,,,,,,,,479,371,,,2898,,464
O900752,,,,,,,,,,,,,,,,C00505,,,,,,,,,,,,,,525,,,,5150,,1794
O900753,,,,,,,,,,,,,,,,C00243,,,,,,,,,,,,,,1161,,,,2922,,1870
O900754,,,,,,,,,,,,,,,,C00036,,,,,,,,,,,,,,1364,,,,490,,890
O900755,,,,,,,,,,,,,,,,C00419,,,,,,,,,,,,,,111,,,,5408,,302
O900756,,,,,,,,,,,,,,,,C00553,,,,,,,,,,,,,,519,,,,1043,,2061
O900757,,,,,,,,,,,,,,,,C00078,,,,,,,,,,,,,,626,,,,1351,,445
O900758,,,,,,,,,,,,,,,,C01101,,,,,,,,,,,,,,1074,,,,1595,,-12
O900759,,,,,,,,,,,,,,,,C00127,,,,,,,,,,,,,,211,,,,1830,,257
O900760,,,,,,,,,,,,,,,,C00470,,,,,,,,,,,,,,605,,,,8344,,-26
O900761,,,,,,,,,,,,,,,,C00543,,,,,,,,,,,,,,925,,,,273,,773
O900762,,,,,,,,,,,,,,,,C00292,,,,,,,,,,,,,,554,,,,1675,,3244
O900763,,,,,,,,,,,,,,,,C01180,,,,,,,,,,,,,,679,,,,1000,,428
O900764,,,,,,,,,,,,,,,,C00335,,,,,,,,,,,,,,875,,,,5860,,112
O900765,,,,,,,,,,,,,,,,C00200,,,,,,,,,,,,,,966,,,,859,,340
O900766,,,,,,,,,,,,,,,,C00639,,,,,,,,,,,,,,340,,,,1246,,1604
O900767,,,,,,,,,,,,,,,,C00092,,,,,,,,,,,,,,705,,,,2433,,1009
O900768,,,,,,,,,,,,,,,,C00367,,,,,,,,,,,,,,1418,,,,320,,76
O900769,,,,,,,,,,,,,,,,C00980,,,,,,,,,,,,,,1180,,,,5852,,1141
O900770,,,,,,,,,,,,,,,,C00190,,,,,,,,,,,,,,954,,,,572,,1447
O900771,,,,,,,,,,,,,,,,C00110,,,,,,,,,,,,,,577,,,,3135,,754
O900772,,,,,,,,,,,,,,,,C00665,,,,,,,,,,,,,,670,,,,679,,288
O900773,,,,,,,,,,,,,,,,C00793,,,,,,,,,,,,,,653,,,,2235,,1100
O900774,,,,,,,,,,,,,,,,C01132,,,,,,,,,,,,,,685,,,,102,,514
O900775,,,,,,,,,,,,,,,,C01029,,,,,,,,,,,,,,272,,,,3413,,394
O900776,,,,,,,,,,,,,,,,C00125,,,,,,,,,,,,,,559,,,,706,,457
O900777,,,,,,,,,,,,,,,,C00764,,,,,,,,,,,,,,426,,,,4212,,137
O900778,,,,,,,,,,,,,,,,C00897,,,,,,,,,,,,,,1085,,,,1067,,3132
O900779,,,,,,,,,,,,,,,,C00480,,,,,,,,,,,,,,528,,,,672,,2467
O900780,,,,,,,,,,,,,,,,C00149,,,,,,,,,,,,,,508,,,,4118,,1592
O900781,,,,,,,,,,,,,,,,C01183,,,,,,,,,,,,,,608,,,,4583,,421
O900782,,,,,,,,,,,,,,,,C00608,,,,,,,,,,,,,,1162,,,,256,,128
O900783,,,,,,,,,,,,,,,,C00283,,,,,,,,,,,,,,300,,,,3223,,352
O900784,,,,,,,,,,,,,,,,C00818,,,,,,,,,,,,,,478,,,,125,,3139
O900785,,,,,,,,,,,,,,,,C00090,,,,,,,,,,,,,,540,,,,708,,345
O900786,,,,,,,,,,,,,,,,C01033,,,,,,,,,,,,,,700,,,,2223,,381
O900787,,,,,,,,,,,,,,,,C00826,,,,,,,,,,,,,,395,,,,4027,,227
O900788,,,,,,,,,,,,,,,,C00515,,,,,,,,,,,,,,,,,,4763,,70
O900789,,,,,,,,,,,,,,,,C00646,,,,,,,,,,,,,,,,,,402,,544
O900790,,,,,,,,,,,,,,,,C00122,,,,,,,,,,,,,,,,,,736,,-76
O900791,,,,,,,,,,,,,,,,C00443,,,,,,,,,,,,,,,,,,2591,,924
O900792,,,,,,,,,,,,,,,,C00357,,,,,,,,,,,,,,,,,,753,,852
O900793,,,,,,,,,,,,,,,,C00145,,,,,,,,,,,,,,,,,,2133,,876
O900794,,,,,,,,,,,,,,,,C00151,,,,,,,,,,,,,,,,,,2632,,1672
O900795,,,,,,,,,,,,,,,,C00501,,,,,,,,,,,,,,,,,,1975,,938
O900796,,,,,,,,,,,,,,,,C00787,,,,,,,,,,,,,,,,,,445,,144
O900797,,,,,,,,,,,,,,,,C01113,,,,,,,,,,,,,,,,,,149,,571
O900798,,,,,,,,,,,,,,,,C00463,,,,,,,,,,,,,,,,,,183,,408
O900799,,,,,,,,,,,,,,,,C01070,,,,,,,,,,,,,,,,,,1216,,543
O900800,,,,,,,,,,,,,,,,C00696,,,,,,,,,,,,,,,,,,828,,297
O900801,,,,,,,,,,,,,,,,C00902,,,,,,,,,,,,,,,,,,134,,2404
O900802,,,,,,,,,,,,,,,,C00333,,,,,,,,,,,,,,,,,,2004,,3165
O900803,,,,,,,,,,,,,,,,C00742,,,,,,,,,,,,,,,,,,517,,1098
O900804,,,,,,,,,,,,,,,,C00628,,,,,,,,,,,,,,,,,,1073,,738
O900805,,,,,,,,,,,,,,,,C00276,,,,,,,,,,,,,,,,,,419,,639
O900806,,,,,,,,,,,,,,,,C00201,,,,,,,,,,,,,,,,,,1311,,1315
O900807,,,,,,,,,,,,,,,,C00681,,,,,,,,,,,,,,,,,,4396,,387
O900808,,,,,,,,,,,,,,,,C00214,,,,,,,,,,,,,,,,,,1520,,161
O900809,,,,,,,,,,,,,,,,C00820,,,,,,,,,,,,,,,,,,1536,,2029
O900810,,,,,,,,,,,,,,,,C00135,,,,,,,,,,,,,,,,,,2240,,1433
O900811,,,,,,,,,,,,,,,,C00179,,,,,,,,,,,,,,,,,,1665,,1619
O900812,,,,,,,,,,,,,,,,C00790,,,,,,,,,,,,,,,,,,2128,,1257
O900813,,,,,,,,,,,,,,,,C00188,,,,,,,,,,,,,,,,,,2940,,974
O900814,,,,,,,,,,,,,,,,C00038,,,,,,,,,,,,,,,,,,4751,,219
O900815,,,,,,,,,,,,,,,,C00630,,,,,,,,,,,,,,,,,,4026,,1391
O900816,,,,,,,,,,,,,,,,C01160,,,,,,,,,,,,,,,,,,252,,1122
O900817,,,,,,,,,,,,,,,,C00633,,,,,,,,,,,,,,,,,,911,,1445
O900818,,,,,,,,,,,,,,,,C00658,,,,,,,,,,,,,,,,,,3765,,469
O900819,,,,,,,,,,,,,,,,C00948,,,,,,,,,,,,,,,,,,3743,,474
O900820,,,,,,,,,,,,,,,,C00687,,,,,,,,,,,,,,,,,,4016,,-27
O900821,,,,,,,,,,,,,,,,C00300,,,,,,,,,,,,,,,,,,2096,,2055
O900822,,,,,,,,,,,,,,,,C00458,,,,,,,,,,,,,,,,,,4362,,116
O900823,,,,,,,,,,,,,,,,C00448,,,,,,,,,,,,,,,,,,2072,,2428
O900824,,,,,,,,,,,,,,,,C00937,,,,,,,,,,,,,,,,,,1115,,2617
O900825,,,,,,,,,,,,,,,,C00812,,,,,,,,,,,,,,,,,,606,,1233
O900826,,,,,,,,,,,,,,,,C00184,,,,,,,,,,,,,,,,,,379,,221
O900827,,,,,,,,,,,,,,,,C00690,,,,,,,,,,,,,,,,,,5808,,2256
O900828,,,,,,,,,,,,,,,,C00252,,,,,,,,,,,,,,,,,,698,,948
O900829,,,,,,,,,,,,,,,,C00117,,,,,,,,,,,,,,,,,,1340,,1609
O900830,,,,,,,,,,,,,,,,C01120,,,,,,,,,,,,,,,,,,1471,,955
O900831,,,,,,,,,,,,,,,,C00516,,,,,,,,,,,,,,,,,,3376,,699
O900832,,,,,,,,,,,,,,,,C00772,,,,,,,,,,,,,,,,,,7350,,-29
O900833,,,,,,,,,,,,,,,,C00603,,,,,,,,,,,,,,,,,,1270,,755
O900834,,,,,,,,,,,,,,,,C01103,,,,,,,,,,,,,,,,,,1480,,1566
O900835,,,,,,,,,,,,,,,,C00230,,,,,,,,,,,,,,,,,,4172,,756
O900836,,,,,,,,,,,,,,,,C01079,,,,,,,,,,,,,,,,,,442,,1887
O900837,,,,,,,,,,,,,,,,C00889,,,,,,,,,,,,,,,,,,93,,882
O900838,,,,,,,,,,,,,,,,C00988,,,,,,,,,,,,,,,,,,8011,,354
O900839,,,,,,,,,,,,,,,,C01071,,,,,,,,,,,,,,,,,,318,,1573
O900840,,,,,,,,,,,,,,,,C01019,,,,,,,,,,,,,,,,,,1971,,620
O900841,,,,,,,,,,,,,,,,C00725,,,,,,,,,,,,,,,,,,4013,,1267
O900842,,,,,,,,,,,,,,,,C00559,,,,,,,,,,,,,,,,,,3842,,1564
O900843,,,,,,,,,,,,,,,,C01043,,,,,,,,,,,,,,,,,,724,,1553
O900844,,,,,,,,,,,,,,,,C00423,,,,,,,,,,,,,,,,,,372,,1025
O900845,,,,,,,,,,,,,,,,C01140,,,,,,,,,,,,,,,,,,1192,,2868
O900846,,,,,,,,,,,,,,,,C00442,,,,,,,,,,,,,,,,,,1582,,2216
O900847,,,,,,,,,,,,,,,,C01118,,,,,,,,,,,,,,,,,,1276,,273
O900848,,,,,,,,,,,,,,,,C00710,,,,,,,,,,,,,,,,,,196,,826
O900849,,,,,,,,,,,,,,,,C00020,,,,,,,,,,,,,,,,,,230,,574
O900850,,,,,,,,,,,,,,,,C00099,,,,,,,,,,,,,,,,,,1687,,499
O900851,,,,,,,,,,,,,,,,C00228,,,,,,,,,,,,,,,,,,2407,,2552
O900852,,,,,,,,,,,,,,,,C00672,,,,,,,,,,,,,,,,,,3182,,568
O900853,,,,,,,,,,,,,,,,C00901,,,,,,,,,,,,,,,,,,2219,,874
O900854,,,,,,,,,,,,,,,,C00840,,,,,,,,,,,,,,,,,,1424,,548
O900855,,,,,,,,,,,,,,,,C00471,,,,,,,,,,,,,,,,,,2389,,-46
O900856,,,,,,,,,,,,,,,,C01039,,,,,,,,,,,,,,,,,,354,,1698
O900857,,,,,,,,,,,,,,,,C00054,,,,,,,,,,,,,,,,,,2292,,487
O900858,,,,,,,,,,,,,,,,C00573,,,,,,,,,,,,,,,,,,145,,598
O900859,,,,,,,,,,,,,,,,C00370,,,,,,,,,,,,,,,,,,362,,328
O900860,,,,,,,,,,,,,,,,C01025,,,,,,,,,,,,,,,,,,2000,,896
O900861,,,,,,,,,,,,,,,,C00067,,,,,,,,,,,,,,,,,,1128,,1264
O900862,,,,,,,,,,,,,,,,C01188,,,,,,,,,,,,,,,,,,2082,,423
O900863,,,,,,,,,,,,,,,,C01090,,,,,,,,,,,,,,,,,,338,,1205
O900864,,,,,,,,,,,,,,,,C00890,,,,,,,,,,,,,,,,,,4165,,638
O900865,,,,,,,,,,,,,,,,C00757,,,,,,,,,,,,,,,,,,2353,,92
O900866,,,,,,,,,,,,,,,,C00194,,,,,,,,,,,,,,,,,,2283,,739
O900867,,,,,,,,,,,,,,,,C00666,,,,,,,,,,,,,,,,,,2237,,1371
O900868,,,,,,,,,,,,,,,,C00859,,,,,,,,,,,,,,,,,,1212,,379
O900869,,,,,,,,,,,,,,,,C00165,,,,,,,,,,,,,,,,,,100,,1119
O900870,,,,,,,,,,,,,,,,C00202,,,,,,,,,,,,,,,,,,5897,,664
O900871,,,,,,,,,,,,,,,,C00789,,,,,,,,,,,,,,,,,,2077,,602
O900872,,,,,,,,,,,,,,,,C00102,,,,,,,,,,,,,,,,,,1391,,989
O900873,,,,,,,,,,,,,,,,C00722,,,,,,,,,,,,,,,,,,375,,660
O900874,,,,,,,,,,,,,,,,C00153,,,,,,,,,,,,,,,,,,1372,,674
O900875,,,,,,,,,,,,,,,,C00596,,,,,,,,,,,,,,,,,,4526,,975
O900876,,,,,,,,,,,,,,,,C00035,,,,,,,,,,,,,,,,,,3132,,2676
O900877,,,,,,,,,,,,,,,,C00968,,,,,,,,,,,,,,,,,,1134,,2537
O900878,,,,,,,,,,,,,,,,C00290,,,,,,,,,,,,,,,,,,8497,,402
O900879,,,,,,,,,,,,,,,,C00919,,,,,,,,,,,,,,,,,,4408,,465
O900880,,,,,,,,,,,,,,,,C00118,,,,,,,,,,,,,,,,,,1759,,997
O900881,,,,,,,,,,,,,,,,C00873,,,,,,,,,,,,,,,,,,2142,,1207
O900882,,,,,,,,,,,,,,,,C00903,,,,,,,,,,,,,,,,,,2693,,130
O900883,,,,,,,,,,,,,,,,C00352,,,,,,,,,,,,,,,,,,51,,990
O900884,,,,,,,,,,,,,,,,C00053,,,,,,,,,,,,,,,,,,1721,,1071
O900885,,,,,,,,,,,,,,,,C01112,,,,,,,,,,,,,,,,,,4402,,936
O900886,,,,,,,,,,,,,,,,C00896,,,,,,,,,,,,,,,,,,2157,,1066
O900887,,,,,,,,,,,,,,,,C00353,,,,,,,,,,,,,,,,,,1807,,295
O900888,,,,,,,,,,,,,,,,C00538,,,,,,,,,,,,,,,,,,8279,,1130
O900889,,,,,,,,,,,,,,,,C01146,,,,,,,,,,,,,,,,,,3963,,1903
O900890,,,,,,,,,,,,,,,,C00828,,,,,,,,,,,,,,,,,,2212,,947
O900891,,,,,,,,,,,,,,,,C00850,,,,,,,,,,,,,,,,,,570,,1067
O900892,,,,,,,,,,,,,,,,C00661,,,,,,,,,,,,,,,,,,1313,,549
O900893,,,,,,,,,,,,,,,,C00867,,,,,,,,,,,,,,,,,,4648,,1276
O900894,,,,,,,,,,,,,,,,C00836,,,,,,,,,,,,,,,,,,1196,,1240
O900895,,,,,,,,,,,,,,,,C00632,,,,,,,,,,,,,,,,,,3184,,798
O900896,,,,,,,,,,,,,,,,C01061,,,,,,,,,,,,,,,,,,3672,,414
O900897,,,,,,,,,,,,,,,,C00508,,,,,,,,,,,,,,,,,,791,,590
O900898,,,,,,,,,,,,,,,,C00465,,,,,,,,,,,,,,,,,,186,,446
O900899,,,,,,,,,,,,,,,,C01172,,,,,,,,,,,,,,,,,,422,,1046
O900900,,,,,,,,,,,,,,,,C00528,,,,,,,,,,,,,,,,,,4389,,786
O900901,,,,,,,,,,,,,,,,C00368,,,,,,,,,,,,,,,,,,519,,145
O900902,,,,,,,,,,,,,,,,C00431,,,,,,,,,,,,,,,,,,491,,2097
O900903,,,,,,,,,,,,,,,,C00489,,,,,,,,,,,,,,,,,,7062,,1690
O900904,,,,,,,,,,,,,,,,C00760,,,,,,,,,,,,,,,,,,1397,,484
O900905,,,,,,,,,,,,,,,,C00769,,,,,,,,,,,,,,,,,,5058,,68
O900906,,,,,,,,,,,,,,,,C00336,,,,,,,,,,,,,,,,,,236,,612
O900907,,,,,,,,,,,,,,,,C00327,,,,,,,,,,,,,,,,,,2450,,768
O900908,,,,,,,,,,,,,,,,C00701,,,,,,,,,,,,,,,,,,1667,,2996
O900909,,,,,,,,,,,,,,,,C00309,,,,,,,,,,,,,,,,,,155,,881
O900910,,,,,,,,,,,,,,,,C00554,,,,,,,,,,,,,,,,,,1113,,2211
O900911,,,,,,,,,,,,,,,,C01169,,,,,,,,,,,,,,,,,,1281,,1623
O900912,,,,,,,,,,,,,,,,C01093,,,,,,,,,,,,,,,,,,2319,,1151
O900913,,,,,,,,,,,,,,,,C00923,,,,,,,,,,,,,,,,,,3640,,1000
O900914,,,,,,,,,,,,,,,,C00524,,,,,,,,,,,,,,,,,,173,,279
O900915,,,,,,,,,,,,,,,,C01088,,,,,,,,,,,,,,,,,,4974,,1177
O900916,,,,,,,,,,,,,,,,C01008,,,,,,,,,,,,,,,,,,126,,537
O900917,,,,,,,,,,,,,,,,C00178,,,,,,,,,,,,,,,,,,5155,,631
O900918,,,,,,,,,,,,,,,,C00955,,,,,,,,,,,,,,,,,,5259,,686
O900919,,,,,,,,,,,,,,,,C00876,,,,,,,,,,,,,,,,,,109,,2222
O900920,,,,,,,,,,,,,,,,C00728,,,,,,,,,,,,,,,,,,211,,775
O900921,,,,,,,,,,,,,,,,C00797,,,,,,,,,,,,,,,,,,5209,,551
O900922,,,,,,,,,,,,,,,,C00983,,,,,,,,,,,,,,,,,,1303,,-3
O900923,,,,,,,,,,,,,,,,C01098,,,,,,,,,,,,,,,,,,772,,104
O900924,,,,,,,,,,,,,,,,C00451,,,,,,,,,,,,,,,,,,5284,,745
O900925,,,,,,,,,,,,,,,,C00602,,,,,,,,,,,,,,,,,,2119,,317
O900926,,,,,,,,,,,,,,,,C00612,,,,,,,,,,,,,,,,,,494,,494
O900927,,,,,,,,,,,,,,,,C00833,,,,,,,,,,,,,,,,,,511,,147
O900928,,,,,,,,,,,,,,,,C00155,,,,,,,,,,,,,,,,,,4986,,1155
O900929,,,,,,,,,,,,,,,,C00289,,,,,,,,,,,,,,,,,,7229,,857
O900930,,,,,,,,,,,,,,,,C00731,,,,,,,,,,,,,,,,,,4258,,2825
O900931,,,,,,,,,,,,,,,,C00548,,,,,,,,,,,,,,,,,,4047,,600
O900932,,,,,,,,,,,,,,,,C00969,,,,,,,,,,,,,,,,,,1350,,995
O900933,,,,,,,,,,,,,,,,C00938,,,,,,,,,,,,,,,,,,1447,,118
O900934,,,,,,,,,,,,,,,,C01119,,,,,,,,,,,,,,,,,,995,,1270
O900935,,,,,,,,,,,,,,,,C00242,,,,,,,,,,,,,,,,,,969,,1643
O900936,,,,,,,,,,,,,,,,C00009,,,,,,,,,,,,,,,,,,703,,526
O900937,,,,,,,,,,,,,,,,C00679,,,,,,,,,,,,,,,,,,1099,,-72
O900938,,,,,,,,,,,,,,,,C00278,,,,,,,,,,,,,,,,,,7013,,539
O900939,,,,,,,,,,,,,,,,C00570,,,,,,,,,,,,,,,,,,101,,72
O900940,,,,,,,,,,,,,,,,C00910,,,,,,,,,,,,,,,,,,3744,,1012
O900941,,,,,,,,,,,,,,,,C01199,,,,,,,,,,,,,,,,,,3909,,812
O900942,,,,,,,,,,,,,,,,C00584,,,,,,,,,,,,,,,,,,217,,550
O900943,,,,,,,,,,,,,,,,C00857,,,,,,,,,,,,,,,,,,774,,492
O900944,,,,,,,,,,,,,,,,C00600,,,,,,,,,,,,,,,,,,1773,,1134
O900945,,,,,,,,,,,,,,,,C00708,,,,,,,,,,,,,,,,,,872,,1086
O900946,,,,,,,,,,,,,,,,C00629,,,,,,,,,,,,,,,,,,1709,,752
O900947,,,,,,,,,,,,,,,,C00766,,,,,,,,,,,,,,,,,,2226,,706
O900948,,,,,,,,,,,,,,,,C00284,,,,,,,,,,,,,,,,,,6664,,1734
O900949,,,,,,,,,,,,,,,,C00586,,,,,,,,,,,,,,,,,,146,,1461
O900950,,,,,,,,,,,,,,,,C00523,,,,,,,,,,,,,,,,,,1646,,1201
O900951,,,,,,,,,,,,,,,,C00974,,,,,,,,,,,,,,,,,,1339,,1640
O900952,,,,,,,,,,,,,,,,C00193,,,,,,,,,,,,,,,,,,1085,,958
O900953,,,,,,,,,,,,,,,,C00933,,,,,,,,,,,,,,,,,,3283,,764
O900954,,,,,,,,,,,,,,,,C00536,,,,,,,,,,,,,,,,,,701,,471
O900955,,,,,,,,,,,,,,,,C00526,,,,,,,,,,,,,,,,,,3392,,1306
O900956,,,,,,,,,,,,,,,,C00887,,,,,,,,,,,,,,,,,,4808,,384
O900957,,,,,,,,,,,,,,,,C00886,,,,,,,,,,,,,,,,,,2747,,495
O900958,,,,,,,,,,,,,,,,C00716,,,,,,,,,,,,,,,,,,5438,,576
O900959,,,,,,,,,,,,,,,,C01125,,,,,,,,,,,,,,,,,,2090,,1805
O900960,,,,,,,,,,,,,,,,C00724,,,,,,,,,,,,,,,,,,3567,,1405
O900961,,,,,,,,,,,,,,,,C00733,,,,,,,,,,,,,,,,,,1030,,485
O900962,,,,,,,,,,,,,,,,C00934,,,,,,,,,,,,,,,,,,2295,,747
O900963,,,,,,,,,,,,,,,,C00804,,,,,,,,,,,,,,,,,,242,,682
O900964,,,,,,,,,,,,,,,,C01087,,,,,,,,,,,,,,,,,,1966,,1154
O900965,,,,,,,,,,,,,,,,C00907,,,,,,,,,,,,,,,,,,461,,284
O900966,,,,,,,,,,,,,,,,C00599,,,,,,,,,,,,,,,,,,3087,,1144
O900967,,,,,,,,,,,,,,,,C00013,,,,,,,,,,,,,,,,,,1936,,303
O900968,,,,,,,,,,,,,,,,C00500,,,,,,,,,,,,,,,,,,265,,594
O900969,,,,,,,,,,,,,,,,C00657,,,,,,,,,,,,,,,,,,2605,,1095
O900970,,,,,,,,,,,,,,,,C00467,,,,,,,,,,,,,,,,,,1273,,454
O900971,,,,,,,,,,,,,,,,C00989,,,,,,,,,,,,,,,,,,285,,512
O900972,,,,,,,,,,,,,,,,C01195,,,,,,,,,,,,,,,,,,1050,,2017
O900973,,,,,,,,,,,,,,,,C00212,,,,,,,,,,,,,,,,,,2056,,1059
O900974,,,,,,,,,,,,,,,,C01057,,,,,,,,,,,,,,,,,,277,,224
O900975,,,,,,,,,,,,,,,,C00952,,,,,,,,,,,,,,,,,,2414,,1094
O900976,,,,,,,,,,,,,,,,C00191,,,,,,,,,,,,,,,,,,6467,,-116
O900977,,,,,,,,,,,,,,,,C00350,,,,,,,,,,,,,,,,,,3936,,1397
O900978,,,,,,,,,,,,,,,,C00355,,,,,,,,,,,,,,,,,,1343,,186
O900979,,,,,,,,,,,,,,,,C00858,,,,,,,,,,,,,,,,,,1125,,482
O900980,,,,,,,,,,,,,,,,C01153,,,,,,,,,,,,,,,,,,6246,,327
O900981,,,,,,,,,,,,,,,,C00147,,,,,,,,,,,,,,,,,,5855,,774
O900982,,,,,,,,,,,,,,,,C00426,,,,,,,,,,,,,,,,,,964,,1072
O900983,,,,,,,,,,,,,,,,C00499,,,,,,,,,,,,,,,,,,4870,,2524
O900984,,,,,,,,,,,,,,,,C01080,,,,,,,,,,,,,,,,,,1859,,555
O900985,,,,,,,,,,,,,,,,C00949,,,,,,,,,,,,,,,,,,5319,,708
O900986,,,,,,,,,,,,,,,,C00540,,,,,,,,,,,,,,,,,,4901,,603
O900987,,,,,,,,,,,,,,,,C01055,,,,,,,,,,,,,,,,,,2547,,711
O900988,,,,,,,,,,,,,,,,C00866,,,,,,,,,,,,,,,,,,2570,,1527
O900989,,,,,,,,,,,,,,,,C00875,,,,,,,,,,,,,,,,,,542,,562
O900990,,,,,,,,,,,,,,,,C00689,,,,,,,,,,,,,,,,,,1076,,593
O900991,,,,,,,,,,,,,,,,C00539,,,,,,,,,,,,,,,,,,952,,2300
O900992,,,,,,,,,,,,,,,,C00040,,,,,,,,,,,,,,,,,,6988,,705
O900993,,,,,,,,,,,,,,,,C00542,,,,,,,,,,,,,,,,,,2460,,992
O900994,,,,,,,,,,,,,,,,C00068,,,,,,,,,,,,,,,,,,1251,,468
O900995,,,,,,,,,,,,,,,,C00676,,,,,,,,,,,,,,,,,,4121,,1015
O900996,,,,,,,,,,,,,,,,C00531,,,,,,,,,,,,,,,,,,3268,,808
O900997,,,,,,,,,,,,,,,,C00622,,,,,,,,,,,,,,,,,,3091,,2626
O900998,,,,,,,,,,,,,,,,C00768,,,,,,,,,,,,,,,,,,7272,,105
O900999,,,,,,,,,,,,,,,,C00005,,,,,,,,,,,,,,,,,,5033,,1786
O901000,,,,,,,,,,,,,,,,C00637,,,,,,,,,,,,,,,,,,1650,,790
O901001,,,,,,,,,,,,,,,,C00967,,,,,,,,,,,,,,,,,,1792,,220
O901002,,,,,,,,,,,,,,,,C01141,,,,,,,,,,,,,,,,,,1170,,1777
O901003,,,,,,,,,,,,,,,,C00315,,,,,,,,,,,,,,,,,,1574,,2022
O901004,,,,,,,,,,,,,,,,C00855,,,,,,,,,,,,,,,,,,5556,,190
O901005,,,,,,,,,,,,,,,,C00295,,,,,,,,,,,,,,,,,,135,,1876
O901006,,,,,,,,,,,,,,,,C00698,,,,,,,,,,,,,,,,,,632,,1055
O901007,,,,,,,,,,,,,,,,C00235,,,,,,,,,,,,,,,,,,2024,,170
O901008,,,,,,,,,,,,,,,,C00119,,,,,,,,,,,,,,,,,,2080,,546
O901009,,,,,,,,,,,,,,,,C01016,,,,,,,,,,,,,,,,,,2314,,1110
O901010,,,,,,,,,,,,,,,,C00433,,,,,,,,,,,,,,,,,,3742,,312
O901011,,,,,,,,,,,,,,,,C00645,,,,,,,,,,,,,,,,,,1855,,1613
O901012,,,,,,,,,,,,,,,,C00831,,,,,,,,,,,,,,,,,,584,,253
O901013,,,,,,,,,,,,,,,,C00638,,,,,,,,,,,,,,,,,,1813,,1004
O901014,,,,,,,,,,,,,,,,C00161,,,,,,,,,,,,,,,,,,4609,,2073
O901015,,,,,,,,,,,,,,,,C00684,,,,,,,,,,,,,,,,,,5230,,1755
O901016,,,,,,,,,,,,,,,,C00598,,,,,,,,,,,,,,,,,,3332,,2165
O901017,,,,,,,,,,,,,,,,C00329,,,,,,,,,,,,,,,,,,1151,,858
O901018,,,,,,,,,,,,,,,,C01168,,,,,,,,,,,,,,,,,,6668,,1084
O901019,,,,,,,,,,,,,,,,C00777,,,,,,,,,,,,,,,,,,7443,,538
O901020,,,,,,,,,,,,,,,,C00055,,,,,,,,,,,,,,,,,,1207,,-66
O901021,,,,,,,,,,,,,,,,C00474,,,,,,,,,,,,,,,,,,1358,,149
O901022,,,,,,,,,,,,,,,,C00774,,,,,,,,,,,,,,,,,,1827,,1114
O901023,,,,,,,,,,,,,,,,C01056,,,,,,,,,,,,,,,,,,1851,,2067
O901024,,,,,,,,,,,,,,,,C00105,,,,,,,,,,,,,,,,,,3779,,855
O901025,,,,,,,,,,,,,,,,C00940,,,,,,,,,,,,,,,,,,2020,,1664
O901026,,,,,,,,,,,,,,,,C00407,,,,,,,,,,,,,,,,,,8052,,196
O901027,,,,,,,,,,,,,,,,C00939,,,,,,,,,,,,,,,,,,886,,1083
O901028,,,,,,,,,,,,,,,,C00437,,,,,,,,,,,,,,,,,,3192,,856
O901029,,,,,,,,,,,,,,,,C01191,,,,,,,,,,,,,,,,,,540,,1745
O901030,,,,,,,,,,,,,,,,C00361,,,,,,,,,,,,,,,,,,142,,1532
O901031,,,,,,,,,,,,,,,,C00853,,,,,,,,,,,,,,,,,,2370,,935
O901032,,,,,,,,,,,,,,,,C00344,,,,,,,,,,,,,,,,,,5569,,298
O901033,,,,,,,,,,,,,,,,C00750,,,,,,,,,,,,,,,,,,5309,,1856
O901034,,,,,,,,,,,,,,,,C01006,,,,,,,,,,,,,,,,,,3144,,534
O901035,,,,,,,,,,,,,,,,C00100,,,,,,,,,,,,,,,,,,1880,,2035
O901036,,,,,,,,,,,,,,,,C01122,,,,,,,,,,,,,,,,,,6215,,-94
O901037,,,,,,,,,,,,,,,,C01038,,,,,,,,,,,,,,,,,,3650,,2109
